NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,171209.63,A,3315.2707,N,11717.9659,W,20.762,7.382,041110,0,W,A*1C
$GPRMC,171212.63,A,3315.2836,N,11717.9630,W,10.614,9.595,041110,0,W,A*19
$GPRMC,171230.63,A,3315.2884,N,11717.9616,W,8.356,5.204,041110,0,W,A*2D
$GPRMC,171233.63,A,3315.3002,N,11717.9600,W,20.302,8.176,041110,0,W,A*1E
$GPRMC,171236.63,A,3315.3220,N,11717.9562,W,29.947,8.300,041110,0,W,A*1F
$GPRMC,171239.63,A,3315.3506,N,11717.9513,W,36.215,8.478,041110,0,W,A*1F
$GPRMC,171242.63,A,3315.3834,N,11717.9449,W,39.721,8.912,041110,0,W,A*1D
$GPRMC,171245.63,A,3315.4185,N,11717.9379,W,42.195,8.880,041110,0,W,A*15
$GPRMC,171248.63,A,3315.4551,N,11717.9312,W,44.049,8.484,041110,0,W,A*16
$GPRMC,171251.63,A,3315.4914,N,11717.9240,W,43.260,9.548,041110,0,W,A*1B
$GPRMC,171254.63,A,3315.5273,N,11717.9170,W,42.849,8.601,041110,0,W,A*1A
$GPRMC,171257.63,A,3315.5630,N,11717.9098,W,42.573,8.913,041110,0,W,A*15
$GPRMC,171300.63,A,3315.5980,N,11717.9027,W,41.505,8.710,041110,0,W,A*19
$GPRMC,171303.63,A,3315.6325,N,11717.8960,W,41.120,8.787,041110,0,W,A*1A
$GPRMC,171306.63,A,3315.6667,N,11717.8890,W,41.301,8.859,041110,0,W,A*1F
$GPRMC,171309.63,A,3315.7010,N,11717.8823,W,41.788,8.966,041110,0,W,A*17
$GPRMC,171312.63,A,3315.7361,N,11717.8752,W,43.305,9.319,041110,0,W,A*11
$GPRMC,171315.63,A,3315.7723,N,11717.8677,W,43.767,9.137,041110,0,W,A*1C
$GPRMC,171318.63,A,3315.8086,N,11717.8604,W,43.647,9.151,041110,0,W,A*11
$GPRMC,171321.63,A,3315.8447,N,11717.8535,W,43.705,8.879,041110,0,W,A*16
$GPRMC,171324.63,A,3315.8809,N,11717.8464,W,44.284,9.052,041110,0,W,A*1B
$GPRMC,171327.63,A,3315.9176,N,11717.8395,W,44.755,8.743,041110,0,W,A*1E
$GPRMC,171330.63,A,3315.9547,N,11717.8327,W,45.299,9.156,041110,0,W,A*10
$GPRMC,171333.63,A,3315.9921,N,11717.8252,W,45.018,8.814,041110,0,W,A*19
$GPRMC,171336.63,A,3316.0286,N,11717.8188,W,43.421,8.884,041110,0,W,A*15
$GPRMC,171339.63,A,3316.0642,N,11717.8120,W,42.675,9.276,041110,0,W,A*10
$GPRMC,171342.63,A,3316.0994,N,11717.8056,W,42.799,8.727,041110,0,W,A*1B
$GPRMC,171345.63,A,3316.1346,N,11717.7990,W,42.399,8.835,041110,0,W,A*1C
$GPRMC,171348.63,A,3316.1693,N,11717.7926,W,42.198,8.878,041110,0,W,A*1B
$GPRMC,171351.63,A,3316.2046,N,11717.7863,W,43.455,8.860,041110,0,W,A*12
$GPRMC,171354.63,A,3316.2410,N,11717.7799,W,44.752,8.752,041110,0,W,A*17
$GPRMC,171357.63,A,3316.2789,N,11717.7730,W,47.242,8.602,041110,0,W,A*17
$GPRMC,171400.63,A,3316.3179,N,11717.7655,W,46.705,9.142,041110,0,W,A*1D
$GPRMC,171403.63,A,3316.3533,N,11717.7596,W,37.752,8.526,041110,0,W,A*1B
$GPRMC,171406.63,A,3316.3808,N,11717.7569,W,28.297,2.608,041110,0,W,A*1C
$GPRMC,171409.63,A,3316.3992,N,11717.7564,W,16.932,2.686,041110,0,W,A*13
$GPRMC,171412.63,A,3316.4083,N,11717.7571,W,6.131,358.290,041110,0,W,A*26
$GPRMC,171442.63,A,3316.4165,N,11717.7574,W,15.915,357.852,041110,0,W,A*18
