NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,015545.9,A,3253.587130,N,11712.712436,W,57.6,119.0,220310,,,A*44
$GPRMC,015548.9,A,3253.564591,N,11712.660135,W,58.5,116.4,220310,,,A*4E
$GPRMC,015551.9,A,3253.543330,N,11712.607391,W,58.4,114.7,220310,,,A*43
$GPRMC,015554.9,A,3253.523751,N,11712.554418,W,57.9,114.6,220310,,,A*43
$GPRMC,015557.9,A,3253.501873,N,11712.501999,W,57.9,117.7,220310,,,A*49
$GPRMC,015600.9,A,3253.476378,N,11712.454881,W,57.7,122.8,220310,,,A*47
$GPRMC,015603.9,A,3253.447320,N,11712.408365,W,57.6,127.5,220310,,,A*4A
$GPRMC,015606.9,A,3253.415793,N,11712.365566,W,57.1,132.2,220310,,,A*49
$GPRMC,015609.9,A,3253.382766,N,11712.326346,W,56.8,136.2,220310,,,A*4A
$GPRMC,015612.9,A,3253.345774,N,11712.290097,W,56.7,142.0,220310,,,A*45
$GPRMC,015615.9,A,3253.306971,N,11712.258464,W,56.7,146.2,220310,,,A*44
$GPRMC,015618.9,A,3253.266540,N,11712.230118,W,56.7,151.0,220310,,,A*44
$GPRMC,015621.9,A,3253.223096,N,11712.206191,W,57.4,155.8,220310,,,A*4B
$GPRMC,015624.9,A,3253.176498,N,11712.186055,W,58.7,160.5,220310,,,A*42
$GPRMC,015627.9,A,3253.128224,N,11712.171940,W,58.9,164.8,220310,,,A*49
$GPRMC,015630.9,A,3253.079457,N,11712.157227,W,58.9,165.8,220310,,,A*47
$GPRMC,015633.9,A,3253.031170,N,11712.143574,W,59.4,166.5,220310,,,A*4E
$GPRMC,015636.9,A,3252.982232,N,11712.127784,W,59.7,165.5,220310,,,A*41
$GPRMC,015639.9,A,3252.933322,N,11712.114484,W,61.1,167.2,220310,,,A*4F
$GPRMC,015642.9,A,3252.883033,N,11712.099056,W,62.7,166.5,220310,,,A*46
$GPRMC,015645.9,A,3252.833524,N,11712.087646,W,59.9,168.4,220310,,,A*48
$GPRMC,015648.9,A,3252.786044,N,11712.078467,W,55.6,171.0,220310,,,A*49
$GPRMC,015651.9,A,3252.739804,N,11712.069674,W,52.8,169.6,220310,,,A*4F
$GPRMC,015654.9,A,3252.699897,N,11712.058340,W,48.6,168.3,220310,,,A*4A
$GPRMC,015657.9,A,3252.660069,N,11712.050151,W,48.1,170.5,220310,,,A*44
$GPRMC,015700.9,A,3252.621394,N,11712.046073,W,45.4,177.2,220310,,,A*4D
$GPRMC,015703.9,A,3252.584092,N,11712.051326,W,44.5,190.0,220310,,,A*49
$GPRMC,015706.9,A,3252.549008,N,11712.065856,W,43.9,198.4,220310,,,A*42
$GPRMC,015709.9,A,3252.522178,N,11712.096121,W,42.7,219.9,220310,,,A*4B
$GPRMC,015712.9,A,3252.499584,N,11712.129855,W,42.8,229.5,220310,,,A*48
$GPRMC,015715.9,A,3252.485078,N,11712.163602,W,38.6,238.9,220310,,,A*49
$GPRMC,015718.9,A,3252.481029,N,11712.202824,W,39.1,254.9,220310,,,A*46
$GPRMC,015721.9,A,3252.481644,N,11712.244580,W,39.6,260.6,220310,,,A*4F
$GPRMC,015724.9,A,3252.478148,N,11712.283410,W,38.7,260.8,220310,,,A*4A
$GPRMC,015727.9,A,3252.473242,N,11712.319274,W,37.8,259.7,220310,,,A*48
$GPRMC,015730.9,A,3252.468606,N,11712.356340,W,36.2,261.3,220310,,,A*49
$GPRMC,015733.9,A,3252.463145,N,11712.388608,W,33.0,261.5,220310,,,A*4A
$GPRMC,015736.9,A,3252.462790,N,11712.417420,W,26.8,264.1,220310,,,A*44
$GPRMC,015739.9,A,3252.464062,N,11712.432212,W,18.9,267.5,220310,,,A*4C
$GPRMC,015742.9,A,3252.464374,N,11712.437148,W,8.5,266.9,220310,,,A*7D
$GPRMC,015754.9,A,3252.456650,N,11712.445255,W,13.0,259.0,220310,,,A*48
$GPRMC,015757.9,A,3252.453214,N,11712.465459,W,21.7,257.4,220310,,,A*4E
$GPRMC,015800.9,A,3252.447173,N,11712.493658,W,26.7,259.7,220310,,,A*44
$GPRMC,015803.9,A,3252.442932,N,11712.518752,W,25.9,259.5,220310,,,A*49
$GPRMC,015806.9,A,3252.437806,N,11712.539879,W,22.4,257.7,220310,,,A*4B
$GPRMC,015809.9,A,3252.435257,N,11712.556925,W,14.3,259.9,220310,,,A*4B
$GPRMC,015812.9,A,3252.433800,N,11712.563002,W,4.4,258.6,220310,,,A*7D
