NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,182324.62,A,3318.4220,N,11718.7936,W,7.043,9.104,041110,0,W,A*20
$GPRMC,182327.62,A,3318.4279,N,11718.7933,W,4.828,8.963,041110,0,W,A*24
$GPRMC,182357.62,A,3318.4407,N,11718.7916,W,5.705,7.516,041110,0,W,A*2B
$GPRMC,182400.62,A,3318.4458,N,11718.7902,W,5.944,9.612,041110,0,W,A*23
$GPRMC,182436.62,A,3318.4585,N,11718.7887,W,5.153,9.095,041110,0,W,A*2C
$GPRMC,182439.62,A,3318.4630,N,11718.7881,W,4.658,10.208,041110,0,W,A*1B
$GPRMC,182548.62,A,3318.4732,N,11718.7862,W,4.557,10.216,041110,0,W,A*11
$GPRMC,182624.62,A,3318.4865,N,11718.7823,W,5.387,38.396,041110,0,W,A*19
$GPRMC,182627.62,A,3318.4883,N,11718.7760,W,6.041,95.414,041110,0,W,A*1A
$GPRMC,182633.62,A,3318.4871,N,11718.7708,W,5.726,100.159,041110,0,W,A*28
$GPRMC,182636.62,A,3318.4856,N,11718.7608,W,13.940,99.478,041110,0,W,A*27
$GPRMC,182639.62,A,3318.4828,N,11718.7455,W,14.233,98.770,041110,0,W,A*29
$GPRMC,182642.62,A,3318.4801,N,11718.7315,W,12.704,98.173,041110,0,W,A*2F
$GPRMC,182645.62,A,3318.4778,N,11718.7192,W,9.305,98.235,041110,0,W,A*1A
$GPRMC,182748.62,A,3318.4762,N,11718.7092,W,6.432,99.325,041110,0,W,A*11
$GPRMC,182751.62,A,3318.4747,N,11718.6980,W,14.509,97.411,041110,0,W,A*21
$GPRMC,182754.62,A,3318.4743,N,11718.6834,W,13.871,76.928,041110,0,W,A*23
$GPRMC,182757.62,A,3318.4832,N,11718.6734,W,16.380,18.430,041110,0,W,A*2A
$GPRMC,182800.62,A,3318.5014,N,11718.6699,W,24.467,10.132,041110,0,W,A*2C
$GPRMC,182803.62,A,3318.5255,N,11718.6648,W,31.785,13.040,041110,0,W,A*28
$GPRMC,182806.62,A,3318.5553,N,11718.6574,W,36.735,12.478,041110,0,W,A*22
$GPRMC,182809.62,A,3318.5875,N,11718.6490,W,37.289,12.746,041110,0,W,A*22
$GPRMC,182812.62,A,3318.6192,N,11718.6409,W,37.004,12.862,041110,0,W,A*25
$GPRMC,182815.62,A,3318.6501,N,11718.6330,W,34.695,12.551,041110,0,W,A*21
$GPRMC,182818.62,A,3318.6738,N,11718.6277,W,20.488,10.929,041110,0,W,A*2C
$GPRMC,182821.62,A,3318.6849,N,11718.6261,W,10.547,3.523,041110,0,W,A*1D
$GPRMC,182906.62,A,3318.6940,N,11718.6248,W,10.472,11.795,041110,0,W,A*21
$GPRMC,182909.62,A,3318.7077,N,11718.6209,W,19.723,13.540,041110,0,W,A*21
$GPRMC,182912.62,A,3318.7210,N,11718.6176,W,12.665,11.026,041110,0,W,A*2C
$GPRMC,183021.62,A,3318.7242,N,11718.6168,W,4.401,14.885,041110,0,W,A*1F
$GPRMC,183024.62,A,3318.7334,N,11718.6143,W,15.322,13.070,041110,0,W,A*20
$GPRMC,183027.62,A,3318.7466,N,11718.6105,W,16.129,12.104,041110,0,W,A*28
$GPRMC,183030.62,A,3318.7576,N,11718.6116,W,12.515,322.797,041110,0,W,A*1F
$GPRMC,183033.62,A,3318.7595,N,11718.6282,W,19.966,270.733,041110,0,W,A*14
$GPRMC,183036.62,A,3318.7584,N,11718.6565,W,32.442,269.707,041110,0,W,A*12
$GPRMC,183039.62,A,3318.7577,N,11718.6923,W,35.243,269.488,041110,0,W,A*1B
$GPRMC,183042.62,A,3318.7571,N,11718.7266,W,31.986,269.723,041110,0,W,A*1E
$GPRMC,183045.62,A,3318.7562,N,11718.7589,W,31.446,269.892,041110,0,W,A*19
$GPRMC,183048.62,A,3318.7552,N,11718.7924,W,33.512,268.658,041110,0,W,A*17
$GPRMC,183051.62,A,3318.7546,N,11718.8281,W,35.969,270.089,041110,0,W,A*14
$GPRMC,183054.62,A,3318.7538,N,11718.8657,W,37.403,269.294,041110,0,W,A*12
$GPRMC,183057.62,A,3318.7533,N,11718.9028,W,34.588,271.091,041110,0,W,A*1A
$GPRMC,183100.62,A,3318.7554,N,11718.9363,W,33.272,283.934,041110,0,W,A*1A
$GPRMC,183103.62,A,3318.7653,N,11718.9638,W,32.371,304.650,041110,0,W,A*16
$GPRMC,183106.62,A,3318.7841,N,11718.9884,W,34.267,320.679,041110,0,W,A*1A
