NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,190551.62,A,3317.5540,N,11720.6061,W,15.768,32.437,041110,0,W,A*29
$GPRMC,190554.62,A,3317.5639,N,11720.5979,W,15.915,33.001,041110,0,W,A*26
$GPRMC,190557.62,A,3317.5750,N,11720.5894,W,14.499,34.081,041110,0,W,A*2E
$GPRMC,190600.62,A,3317.5850,N,11720.5823,W,13.738,22.695,041110,0,W,A*27
$GPRMC,190603.62,A,3317.5972,N,11720.5809,W,15.042,352.364,041110,0,W,A*1E
$GPRMC,190606.62,A,3317.6081,N,11720.5897,W,16.313,314.205,041110,0,W,A*1A
$GPRMC,190609.62,A,3317.6166,N,11720.6047,W,18.147,309.247,041110,0,W,A*1C
$GPRMC,190612.62,A,3317.6262,N,11720.6207,W,20.391,311.072,041110,0,W,A*18
$GPRMC,190615.62,A,3317.6374,N,11720.6375,W,20.535,309.672,041110,0,W,A*1A
$GPRMC,190618.62,A,3317.6489,N,11720.6534,W,18.988,310.071,041110,0,W,A*1D
$GPRMC,190621.62,A,3317.6590,N,11720.6678,W,17.925,310.450,041110,0,W,A*1A
$GPRMC,190624.62,A,3317.6688,N,11720.6813,W,17.739,311.437,041110,0,W,A*15
$GPRMC,190627.62,A,3317.6787,N,11720.6951,W,18.362,311.732,041110,0,W,A*1C
$GPRMC,190630.62,A,3317.6895,N,11720.7093,W,19.967,322.100,041110,0,W,A*19
$GPRMC,190633.62,A,3317.7048,N,11720.7204,W,20.991,335.030,041110,0,W,A*18
$GPRMC,190636.62,A,3317.7228,N,11720.7276,W,21.476,350.058,041110,0,W,A*14
$GPRMC,190639.62,A,3317.7421,N,11720.7294,W,24.488,352.598,041110,0,W,A*17
$GPRMC,190642.62,A,3317.7635,N,11720.7318,W,27.611,354.421,041110,0,W,A*1D
$GPRMC,190645.62,A,3317.7885,N,11720.7342,W,30.612,354.330,041110,0,W,A*12
$GPRMC,190648.62,A,3317.8136,N,11720.7394,W,28.571,340.285,041110,0,W,A*1F
$GPRMC,190651.62,A,3317.8354,N,11720.7516,W,28.540,332.757,041110,0,W,A*10
$GPRMC,190654.62,A,3317.8558,N,11720.7646,W,28.063,332.412,041110,0,W,A*1F
$GPRMC,190657.62,A,3317.8772,N,11720.7761,W,27.352,339.458,041110,0,W,A*19
$GPRMC,190700.62,A,3317.8988,N,11720.7828,W,26.288,350.235,041110,0,W,A*16
$GPRMC,190703.62,A,3317.9205,N,11720.7849,W,25.589,353.421,041110,0,W,A*18
$GPRMC,190706.62,A,3317.9407,N,11720.7867,W,24.481,356.407,041110,0,W,A*1C
$GPRMC,190709.62,A,3317.9609,N,11720.7891,W,25.113,348.820,041110,0,W,A*1F
$GPRMC,190712.62,A,3317.9801,N,11720.7973,W,22.358,334.077,041110,0,W,A*15
$GPRMC,190715.62,A,3317.9926,N,11720.8064,W,12.161,330.356,041110,0,W,A*19
$GPRMC,190718.62,A,3317.9961,N,11720.8113,W,4.836,334.606,041110,0,W,A*2E
$GPRMC,190721.62,A,3318.0049,N,11720.8114,W,13.808,21.605,041110,0,W,A*29
$GPRMC,190724.62,A,3318.0183,N,11720.8009,W,21.951,32.808,041110,0,W,A*2B
$GPRMC,190727.62,A,3318.0369,N,11720.7870,W,25.970,33.222,041110,0,W,A*23
$GPRMC,190730.62,A,3318.0566,N,11720.7712,W,27.953,34.151,041110,0,W,A*24
$GPRMC,190733.62,A,3318.0778,N,11720.7546,W,28.667,33.813,041110,0,W,A*26
$GPRMC,190736.62,A,3318.0986,N,11720.7389,W,28.476,33.789,041110,0,W,A*27
$GPRMC,190739.62,A,3318.1194,N,11720.7228,W,28.952,33.514,041110,0,W,A*25
$GPRMC,190742.62,A,3318.1397,N,11720.7068,W,26.707,32.857,041110,0,W,A*25
$GPRMC,190745.62,A,3318.1557,N,11720.6932,W,19.417,34.243,041110,0,W,A*28
