NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,190045.9,A,3343.365608,N,11722.015312,W,67.7,314.8,280510,,,A*40
$GPRMC,190048.9,A,3343.402875,N,11722.066660,W,67.3,311.8,280510,,,A*4A
$GPRMC,190051.9,A,3343.439079,N,11722.118501,W,66.9,309.4,280510,,,A*4C
$GPRMC,190054.9,A,3343.474122,N,11722.167744,W,65.5,307.6,280510,,,A*47
$GPRMC,190057.9,A,3343.503726,N,11722.218558,W,64.4,304.4,280510,,,A*42
$GPRMC,190100.9,A,3343.533659,N,11722.274867,W,66.1,302.1,280510,,,A*44
$GPRMC,190103.9,A,3343.559059,N,11722.330174,W,64.3,299.3,280510,,,A*46
$GPRMC,190106.9,A,3343.583456,N,11722.388422,W,64.5,296.2,280510,,,A*42
$GPRMC,190109.2,A,3343.599184,N,11722.434435,W,64.9,293.9,280510,,,A*43
$GPRMC,190112.9,A,3343.624403,N,11722.510083,W,66.0,291.6,280510,,,A*45
$GPRMC,190115.9,A,3343.639683,N,11722.574286,W,65.5,287.3,280510,,,A*45
$GPRMC,190118.9,A,3343.652945,N,11722.636594,W,64.4,284.4,280510,,,A*45
$GPRMC,190121.9,A,3343.665131,N,11722.700303,W,65.9,282.9,280510,,,A*4B
$GPRMC,190124.9,A,3343.678070,N,11722.765158,W,66.7,283.4,280510,,,A*48
$GPRMC,190127.9,A,3343.691192,N,11722.828668,W,65.1,283.5,280510,,,A*47
$GPRMC,190130.9,A,3343.704651,N,11722.894593,W,67.1,284.2,280510,,,A*46
$GPRMC,190133.9,A,3343.716767,N,11722.959053,W,66.4,283.2,280510,,,A*48
$GPRMC,190136.9,A,3343.730309,N,11723.023990,W,66.4,283.5,280510,,,A*41
$GPRMC,190139.9,A,3343.744011,N,11723.087053,W,66.5,283.8,280510,,,A*43
$GPRMC,190142.9,A,3343.756666,N,11723.152785,W,67.3,283.3,280510,,,A*43
$GPRMC,190145.9,A,3343.769918,N,11723.217415,W,66.3,283.0,280510,,,A*44
